30,318
30,1221
30,1325
30,609
30,332
30,278
30,517
30,1635
30,1619
30,1638
30,1507
30,1376
30,658
30,918
30,568
30,613
30,1219
30,1150
30,1026
30,221
30,697
30,1621
30,1040
30,1555
30,1727
30,1537
30,533
30,1518
30,412
30,1573
30,370
30,372
30,377
28,1268
28,559
28,1221
28,1325
28,1328
28,332
28,88
28,318
28,1300
28,975
28,697
28,1638
28,1428
28,698
28,1195
28,535
28,1507
28,1504
28,1653
28,658
28,286
28,847
28,580
28,718
28,717
28,613
28,1157
28,1219
28,1150
28,487
28,485
28,1626
28,1285
28,1026
28,682
28,1554
28,1727
28,788
28,809
28,533
28,1518
28,412
28,1453
28,372
28,374
28,377
28,1574
29,622
29,152
29,1083
29,1221
29,312
29,1328
29,761
29,609
29,332
29,1314
29,110
29,276
29,278
29,1300
29,80
29,1338
29,697
29,1636
29,1638
29,955
29,717
29,938
29,1377
29,1376
29,421
29,476
29,937
29,658
29,1013
29,1317
29,847
29,619
29,1216
29,756
29,209
29,561
29,413
29,1179
29,1594
29,1552
29,73
29,387
29,1635
29,1025
29,1286
29,59
29,1554
29,98
29,1727
29,470
29,1769
29,533
29,477
29,438
29,299
29,1573
29,1497
29,412
29,377
60,197
60,1309
60,332
60,80
60,690
60,697
60,1428
60,429
60,938
60,1505
60,1460
60,658
60,140
60,1093
60,209
60,208
60,1523
60,108
60,1497
60,900
60,1280
60,1727
60,726
60,533
60,1518
60,412
61,746
61,1325
61,761
61,60
61,252
61,1199
61,428
61,1638
61,1190
61,1196
61,429
61,209
61,938
61,1377
61,1523
61,1402
61,1754
61,658
61,501
61,205
61,412
61,1353
61,1376
61,1150
61,806
61,1026
61,1280
61,1607
61,1439
61,411
61,1669
61,530
61,803
61,1510
61,517
62,290
63,726
63,1280
63,1619
63,1727
63,1505
63,526
63,1354
63,245
63,428
63,1526
63,1523
63,658
64,1481
64,63
64,232
64,974
64,697
64,971
64,1619
64,429
64,1018
64,1377
64,1523
64,366
64,1402
64,658
64,208
64,1505
64,123
64,72
64,1025
64,1188
64,1189
64,1727
64,726
64,412
65,861
65,942
65,429
65,1526
65,260
65,1441
65,70
65,437
65,139
65,505
65,170
66,318
66,1208
66,746
66,197
66,138
66,1619
66,1638
66,429
66,428
66,1500
66,541
66,1505
66,658
66,1000
66,568
66,438
66,1523
66,1150
66,108
66,1512
66,1006
66,95
66,377
66,902
66,901
66,1280
66,1187
66,57
66,726
66,470
66,533
66,828
66,412
66,1572
66,431
66,514
66,517
66,804
67,197
67,1200
67,108
67,547
67,545
67,937
67,557
67,430
68,746
68,1120
68,1619
68,1059
68,429
68,428
68,1018
68,1507
68,1505
68,533
68,1528
68,658
68,1523
68,245
68,1497
68,1025
68,1280
68,1727
68,726
68,476
68,412
68,1516
69,746
69,598
69,1328
69,975
69,971
69,429
69,428
69,1018
69,1523
69,1528
69,658
69,208
69,1505
69,245
69,1497
69,1025
69,1727
69,726
69,533
69,1763
69,1516
69,377
34,1621
34,1216
34,697
34,1541
34,717
34,278
34,438
34,128
34,372
24,1225
24,559
24,609
24,88
24,1480
24,86
24,975
24,697
24,1638
24,1016
24,1390
24,1090
24,143
24,1099
24,487
24,1598
24,59
24,1727
24,30
24,1180
24,534
24,533
25,1221
25,1325
25,1263
25,196
25,1344
25,1169
25,764
25,132
25,88
25,68
25,848
25,524
25,1271
25,831
25,1635
25,1078
25,1638
25,698
25,1598
25,208
25,521
25,561
25,1016
25,1012
25,1317
25,1090
25,1172
25,613
25,1505
25,1150
25,1179
25,1200
25,1596
25,1497
25,487
25,486
25,93
25,1467
25,10
25,1026
25,1727
25,1182
25,1180
25,1181
25,536
25,535
25,533
25,1518
25,1660
25,1574
26,880
26,1083
26,1221
26,763
26,557
26,609
26,764
26,273
26,559
26,975
26,697
26,1636
26,1638
26,1611
26,326
26,1507
26,1505
26,1033
26,1467
26,1654
26,891
26,1172
26,1271
26,487
26,485
26,1284
26,1647
26,967
26,906
26,1727
26,1180
26,535
26,533
26,1511
27,1212
27,837
27,975
27,559
27,1635
27,1324
27,1271
27,31
27,609
27,566
27,356
27,88
27,383
27,533
27,764
27,1727
27,697
27,1660
20,1221
20,609
20,764
20,273
20,837
20,45
20,326
20,918
20,1505
20,1467
20,1271
20,566
20,487
20,485
20,697
20,1553
20,901
20,1283
20,1727
20,1180
20,848
20,533
21,1083
21,1325
21,981
21,273
21,86
21,257
21,1635
21,1619
21,1638
21,1697
21,1505
21,933
21,533
21,1016
21,1012
21,891
21,1172
21,1376
21,1647
21,1276
21,228
21,486
21,837
21,1553
21,1026
21,1727
21,1180
21,1450
21,1474
21,1663
21,1459
48,784
48,741
48,861
48,76
48,437
48,1464
48,1290
48,170
49,1436
49,1710
49,1339
46,1054
46,697
46,884
46,1638
46,1727
46,1065
46,780
46,1439
46,68
46,1102
46,438
46,387
46,1573
46,73
46,812
46,418
46,1297
23,591
23,1083
23,1221
23,156
23,453
23,609
23,276
23,69
23,138
23,86
23,831
23,793
23,1635
23,1078
23,1638
23,938
23,1505
23,937
23,1654
23,1317
23,1150
23,974
23,487
23,92
23,697
23,1025
23,1188
23,1720
23,1181
23,535
23,658
23,1763
23,1516
23,1765
44,1284
44,843
44,697
44,1221
44,846
44,1727
44,94
44,616
44,284
44,812
44,533
44,1468
44,412
44,1467
44,1598
44,1518
45,318
45,1300
45,1221
45,609
45,1229
45,119
45,1636
45,914
45,913
45,1339
45,717
45,208
45,380
45,387
45,1552
45,1537
45,533
45,412
45,299
45,1744
45,1006
45,375
45,806
45,377
45,1574
42,964
42,1300
42,791
42,1221
42,1638
42,1727
42,609
42,1195
42,68
42,73
42,1506
42,412
42,717
42,1744
42,533
42,372
42,1296
42,514
42,1538
43,568
43,1026
43,59
43,697
43,140
43,1325
43,1638
43,1727
43,380
43,27
43,533
43,1518
43,1573
43,708
43,372
43,658
43,913
40,1212
40,318
40,198
40,1221
40,1325
40,1263
40,828
40,278
40,1654
40,613
40,690
40,1635
40,1078
40,543
40,1638
40,839
40,809
40,1
40,288
40,326
40,561
40,811
40,1460
40,658
40,286
40,1278
40,1313
40,140
40,208
40,1219
40,304
40,1150
40,1179
40,1136
40,1491
40,1026
40,1496
40,1497
40,1555
40,92
40,377
40,221
