1,1
3,1
18,1
2,2
4,3
5,4
8,4
12,4
6,5
7,6
9,7
10,8
15,8
11,9
13,10
14,11
16,12
17,13
40,1
19,14
26,14
31,14
32,14
20,15
22,15
21,16
25,16
23,17
29,17
35,17
42,17
43,17
24,18
27,19
28,20
30,21
33,22
34,23
36,24
37,25
39,25
38,26
41,27
56,3
59,4
48,10
71,10
44,28
47,28
52,28
45,29
58,29
68,29
76,29
46,30
50,30
49,31
51,32
53,33
54,34
55,35
57,36
72,36
60,37
61,38
69,38
62,39
63,39
64,40
65,41
66,42
67,43
70,44
73,45
77,45
74,46
75,47
104,1
105,1
88,3
95,4
96,4
106,4
112,4
98,7
89,8
80,10
81,10
84,10
86,10
82,11
97,17
111,28
113,28
103,36
78,37
91,40
94,40
110,40
79,48
83,49
85,50
87,51
99,51
90,52
101,52
92,53
93,53
100,54
102,55
107,56
108,57
109,58
140,1
130,3
114,5
125,9
142,9
143,9
144,9
147,9
149,9
115,47
137,52
116,59
126,59
117,60
118,61
119,62
120,63
121,64
122,65
123,66
131,66
132,66
133,66
148,66
124,67
127,68
128,69
139,69
129,70
134,70
135,71
136,72
138,73
141,74
145,74
146,75
